year,state,armed_with,threat_type,flee_status,body_camera
2017,AL,Unclear Weapon Information,Flee,Vehicle,0
2017,OH,Gun,Threat,Not Fleeing,1
2017,WA,Knife,Threat,Not Fleeing,0
2017,FL,Knife,Threat,Not Fleeing,0
2017,NC,Gun,Shoot,Not Fleeing,0
2017,OH,Gun,Shoot,Not Fleeing,0
2017,WA,Gun,Shoot,Not Fleeing,0
2017,IL,Gun,Shoot,Foot,0
2017,OH,Gun,Shoot,Not Fleeing,0
2017,MD,Missing,Attack,Not Fleeing,0
2017,MN,Gun,Point,Vehicle,0
2017,WI,Gun,Threat,Vehicle,0
2017,NV,Knife,Unclear Threat,Missing,1
2017,MO,Gun,Threat,Not Fleeing,0
2017,KS,Knife,Unclear Threat,Not Fleeing,0
2017,AZ,Gun,Shoot,Foot,0
2017,OK,Gun,Shoot,Not Fleeing,0
2017,SC,Unclear Weapon Information,Threat,Not Fleeing,0
2017,CA,Blunt Object,Threat,Not Fleeing,0
2017,AZ,Gun,Threat,Missing,0
2017,FL,Knife,Threat,Not Fleeing,0
2017,AZ,Knife,Attack,Not Fleeing,0
2017,CA,Gun,Threat,Foot,0
2017,MN,Unarmed,Unclear Threat,Not Fleeing,0
2017,CA,Gun,Threat,Not Fleeing,0
2017,TX,Gun,Point,Foot,0
2017,VA,Gun,Shoot,Not Fleeing,0
2017,NM,Gun,Point,Not Fleeing,1
2017,VA,Gun,Point,Vehicle,0
2017,TX,Gun,Point,Not Fleeing,0
2017,AL,Gun,Point,Not Fleeing,0
2017,OR,Gun,Threat,Not Fleeing,0
2017,AZ,Gun,Threat,Not Fleeing,0
2017,CA,Gun,Point,Not Fleeing,0
2017,NM,Knife,Threat,Not Fleeing,1
2017,MI,Unarmed,Attack,Not Fleeing,0
2017,MO,Gun,Point,Not Fleeing,0
2017,MO,Gun,Point,Vehicle,0
2017,CA,Knife,Threat,Not Fleeing,0
2017,TX,Gun,Shoot,Foot,0
2017,AZ,Gun,Shoot,Not Fleeing,1
2017,MA,Replica,Point,Vehicle,0
2017,WI,Gun,Shoot,Not Fleeing,0
2017,MS,Gun,Point,Not Fleeing,0
2017,CA,Knife,Attack,Not Fleeing,1
2017,MO,Gun,Shoot,Vehicle,0
2017,VA,Blunt Object,Threat,Foot,0
2017,FL,Gun,Point,Vehicle,0
2017,AZ,Gun,Shoot,Not Fleeing,0
2017,AR,Replica,Point,Not Fleeing,0
2017,AZ,Gun,Shoot,Vehicle,0
2017,TX,Gun,Shoot,Not Fleeing,0
2017,FL,Knife,Attack,Not Fleeing,0
2017,OH,Missing,Attack,Vehicle,0
2017,CA,Blunt Object,Attack,Not Fleeing,0
2017,WA,Knife,Threat,Not Fleeing,0
2017,CA,Knife,Attack,Not Fleeing,0
2017,CA,Gun,Threat,Not Fleeing,0
2017,LA,Gun,Attack,Vehicle,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,NM,Missing,Attack,Vehicle,0
2017,NY,Knife,Move,Not Fleeing,0
2017,MO,Gun,Point,Not Fleeing,0
2017,ID,Gun,Shoot,Vehicle,0
2017,CA,Gun,Shoot,Vehicle,0
2017,NY,Knife,Attack,Not Fleeing,0
2017,WI,Unarmed,Attack,Vehicle,1
2017,NM,Gun,Point,Not Fleeing,1
2017,CA,Gun,Shoot,Not Fleeing,0
2017,TX,Missing,Attack,Vehicle,0
2017,CA,Gun,Shoot,Foot,0
2017,NC,Knife,Threat,Not Fleeing,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,NV,Gun,Shoot,Not Fleeing,1
2017,LA,Gun,Shoot,Not Fleeing,0
2017,CA,Knife,Attack,Vehicle,0
2017,GA,Gun,Shoot,Not Fleeing,0
2017,WV,Missing,Move,Vehicle,0
2017,OH,Gun,Shoot,Not Fleeing,0
2017,IN,Gun,Point,Foot,0
2017,SC,Gun,Point,Not Fleeing,0
2017,NV,Gun,Threat,Not Fleeing,0
2017,CA,Gun,Threat,Not Fleeing,0
2017,MS,Replica,Point,Not Fleeing,1
2017,MI,Gun,Threat,Not Fleeing,0
2017,PA,Gun,Threat,Not Fleeing,0
2017,OH,Gun,Attack,Not Fleeing,0
2017,CA,Knife,Attack,Not Fleeing,1
2017,TN,Knife,Threat,Foot,0
2017,MO,Gun,Point,Foot,0
2017,NJ,Knife,Attack,Not Fleeing,0
2017,KS,Knife,Threat,Not Fleeing,0
2017,MO,Unarmed,Flee,Vehicle,0
2017,KS,Gun,Point,Not Fleeing,0
2017,IL,Gun,Threat,Vehicle,0
2017,WA,Missing,Attack,Vehicle,0
2017,IN,Gun,Point,Missing,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,TX,Gun,Shoot,Not Fleeing,0
2017,PA,Gun,Threat,Not Fleeing,0
2017,WA,Knife,Attack,Not Fleeing,0
2017,GA,Gun,Threat,Not Fleeing,0
2017,WI,Gun,Threat,Vehicle,0
2017,TN,Knife,Attack,Foot,0
2017,UT,Knife,Flee,Foot,1
2017,WA,Knife,Attack,Not Fleeing,0
2017,CO,Replica,Point,Foot,0
2017,FL,Gun,Point,Not Fleeing,0
2017,GA,Vehicle,Threat,Not Fleeing,1
2017,CA,Gun,Unclear Threat,Foot,0
2017,CA,Gun,Point,Not Fleeing,0
2017,AL,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2017,AZ,Knife,Threat,Not Fleeing,0
2017,NJ,Knife,Move,Not Fleeing,0
2017,PA,Gun,Shoot,Not Fleeing,0
2017,FL,Gun,Shoot,Not Fleeing,0
2017,AL,Other,Attack,Not Fleeing,0
2017,AR,Replica,Threat,Not Fleeing,1
2017,NJ,Gun,Point,Not Fleeing,0
2017,CA,Unclear Weapon Information,Threat,Foot,0
2017,NC,Replica,Point,Not Fleeing,0
2017,CO,Gun,Shoot,Not Fleeing,0
2017,WI,Knife,Threat,Vehicle,0
2017,OH,Gun,Shoot,Not Fleeing,0
2017,WI,Gun,Shoot,Not Fleeing,0
2017,MO,Knife,Attack,Not Fleeing,0
2017,NM,Missing,Attack,Vehicle,0
2017,CA,Knife,Threat,Foot,0
2017,CA,Gun,Threat,Not Fleeing,0
2017,CA,Gun,Point,Not Fleeing,0
2017,KS,Gun,Threat,Not Fleeing,0
2017,MI,Gun,Threat,Not Fleeing,0
2017,CA,Gun,Shoot,Foot,0
2017,NJ,Gun,Threat,Foot,0
2017,FL,Gun,Threat,Not Fleeing,0
2017,FL,Gun,Threat,Not Fleeing,0
2017,GA,Unarmed,Attack,Foot,0
2017,AR,Gun,Shoot,Foot,1
2017,NM,Gun,Shoot,Not Fleeing,0
2017,OH,Gun,Threat,Not Fleeing,0
2017,KY,Knife,Attack,Foot,0
2017,CT,Gun,Point,Foot,0
2017,KS,Unclear Weapon Information,Attack,Vehicle,1
2017,IN,Blunt Object,Threat,Not Fleeing,1
2017,AL,Gun,Shoot,Not Fleeing,0
2017,LA,Gun,Shoot,Not Fleeing,0
2017,TX,Gun,Threat,Not Fleeing,0
2017,FL,Unarmed,Move,Foot,0
2017,CA,Gun,Shoot,Vehicle,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,FL,Gun,Point,Not Fleeing,0
2017,VT,Replica,Point,Not Fleeing,0
2017,WI,Unclear Weapon Information,Threat,Foot,0
2017,MA,Knife,Threat,Foot,0
2017,CA,Gun,Point,Not Fleeing,0
2017,WI,Gun,Shoot,Not Fleeing,0
2017,WA,Gun,Threat,Not Fleeing,0
2017,OH,Unarmed,Attack,Not Fleeing,1
2017,SC,Missing,Attack,Vehicle,0
2017,GA,Other,Attack,Not Fleeing,0
2017,OH,Knife,Attack,Not Fleeing,0
2017,TX,Vehicle,Attack,Vehicle,0
2017,TN,Gun,Threat,Not Fleeing,0
2017,FL,Knife,Attack,Not Fleeing,0
2017,NC,Gun,Threat,Not Fleeing,0
2017,CA,Unarmed,Move,Not Fleeing,0
2017,NY,Knife,Threat,Not Fleeing,1
2017,CA,Gun,Shoot,Vehicle,0
2017,TX,Gun,Point,Not Fleeing,0
2017,MO,Unclear Weapon Information,Threat,Not Fleeing,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,AZ,Gun,Attack,Not Fleeing,0
2017,NC,Gun,Point,Not Fleeing,0
2017,WA,Gun,Shoot,Not Fleeing,0
2017,TX,Gun,Point,Not Fleeing,0
2017,IL,Missing,Attack,Not Fleeing,1
2017,MT,Unclear Weapon Information,Threat,Foot,0
2017,TN,Gun,Point,Vehicle,0
2017,CA,Replica,Point,Not Fleeing,0
2017,AZ,Gun,Shoot,Vehicle,0
2017,WV,Knife,Attack,Not Fleeing,0
2017,VA,Blunt Object,Move,Not Fleeing,0
2017,FL,Missing,Attack,Vehicle,0
2017,CA,Unarmed,Move,Vehicle,0
2017,GA,Knife,Threat,Not Fleeing,0
2017,CA,Knife,Threat,Not Fleeing,0
2017,WA,Gun,Shoot,Not Fleeing,0
2017,WV,Gun,Shoot,Foot,0
2017,AL,Gun,Threat,Not Fleeing,0
2017,NC,Multiple Weapons,Point,Vehicle,1
2017,VA,Gun,Point,Not Fleeing,0
2017,LA,Unclear Weapon Information,Unclear Threat,Missing,0
2017,TX,Gun,Point,Not Fleeing,0
2017,CA,Knife,Attack,Not Fleeing,0
2017,OK,Blunt Object,Threat,Not Fleeing,0
2017,IL,Gun,Move,Not Fleeing,0
2017,AL,Gun,Point,Not Fleeing,0
2017,OK,Gun,Shoot,Vehicle,0
2017,WA,Knife,Threat,Not Fleeing,0
2017,CO,Unclear Weapon Information,Move,Vehicle,0
2017,TX,Missing,Attack,Vehicle,0
2017,CA,Multiple Weapons,Point,Not Fleeing,0
2017,CA,Unclear Weapon Information,Attack,Not Fleeing,0
2017,CO,Unclear Weapon Information,Threat,Not Fleeing,0
2017,AZ,Gun,Point,Not Fleeing,0
2017,MS,Gun,Shoot,Not Fleeing,0
2017,FL,Missing,Attack,Vehicle,0
2017,CA,Gun,Threat,Not Fleeing,1
2017,IN,Gun,Shoot,Foot,0
2017,FL,Gun,Shoot,Foot,0
2017,NV,Other,Point,Not Fleeing,1
2017,TN,Gun,Point,Not Fleeing,0
2017,OR,Gun,Point,Not Fleeing,0
2017,ID,Gun,Threat,Not Fleeing,0
2017,CA,Gun,Shoot,Vehicle,0
2017,FL,Gun,Shoot,Vehicle,0
2017,GA,Gun,Point,Not Fleeing,0
2017,UT,Blunt Object,Threat,Not Fleeing,0
2017,KS,Gun,Attack,Foot,1
2017,IN,Gun,Shoot,Vehicle,0
2017,FL,Gun,Threat,Not Fleeing,0
2017,FL,Missing,Attack,Vehicle,0
2017,IA,Gun,Threat,Vehicle,1
2017,PA,Knife,Threat,Not Fleeing,0
2017,AK,Unarmed,Flee,Vehicle,1
2017,CO,Gun,Point,Not Fleeing,1
2017,MO,Multiple Weapons,Threat,Not Fleeing,0
2017,NC,Gun,Shoot,Not Fleeing,0
2017,LA,Gun,Threat,Foot,0
2017,MO,Blunt Object,Attack,Not Fleeing,0
2017,WA,Missing,Move,Not Fleeing,0
2017,NY,Gun,Shoot,Not Fleeing,0
2017,GA,Gun,Point,Not Fleeing,0
2017,AZ,Gun,Threat,Not Fleeing,0
2017,GA,Unarmed,Move,Not Fleeing,0
2017,KS,Knife,Threat,Not Fleeing,0
2017,MN,Gun,Shoot,Not Fleeing,1
2017,AL,Gun,Shoot,Missing,0
2017,TX,Knife,Attack,Not Fleeing,0
2017,CO,Gun,Shoot,Vehicle,0
2017,PA,Gun,Threat,Not Fleeing,0
2017,FL,Knife,Attack,Not Fleeing,0
2017,FL,Gun,Flee,Foot,0
2017,CA,Missing,Unclear Threat,Missing,0
2017,WV,Gun,Shoot,Vehicle,0
2017,VA,Knife,Threat,Foot,0
2017,AZ,Gun,Point,Foot,0
2017,CA,Knife,Threat,Not Fleeing,0
2017,KY,Gun,Threat,Not Fleeing,1
2017,FL,Vehicle,Attack,Vehicle,0
2017,AZ,Gun,Shoot,Not Fleeing,0
2017,WA,Gun,Point,Missing,0
2017,MS,Missing,Attack,Vehicle,0
2017,AZ,Gun,Threat,Not Fleeing,0
2017,CO,Unarmed,Attack,Foot,0
2017,AL,Gun,Shoot,Foot,0
2017,AZ,Gun,Shoot,Not Fleeing,1
2017,KY,Gun,Shoot,Not Fleeing,0
2017,VA,Gun,Point,Foot,0
2017,CA,Unclear Weapon Information,Move,Vehicle,0
2017,CA,Gun,Threat,Not Fleeing,0
2017,MD,Gun,Move,Foot,1
2017,SC,Gun,Attack,Not Fleeing,0
2017,TX,Gun,Attack,Vehicle,0
2017,AZ,Gun,Threat,Not Fleeing,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,VA,Missing,Threat,Not Fleeing,0
2017,AZ,Gun,Shoot,Foot,0
2017,FL,Gun,Threat,Not Fleeing,0
2017,NC,Gun,Shoot,Vehicle,0
2017,AL,Gun,Threat,Not Fleeing,0
2017,TX,Unarmed,Attack,Foot,1
2017,OH,Gun,Point,Not Fleeing,0
2017,TX,Knife,Threat,Not Fleeing,0
2017,OK,Knife,Attack,Not Fleeing,1
2017,CA,Blunt Object,Threat,Not Fleeing,0
2017,OH,Gun,Shoot,Not Fleeing,0
2017,CA,Unarmed,Flee,Vehicle,0
2017,NV,Gun,Point,Not Fleeing,0
2017,MO,Gun,Shoot,Foot,0
2017,WI,Unarmed,Attack,Not Fleeing,0
2017,CA,Gun,Point,Not Fleeing,0
2017,KY,Gun,Threat,Not Fleeing,1
2017,ND,Unclear Weapon Information,Threat,Vehicle,0
2017,TX,Knife,Threat,Not Fleeing,0
2017,PA,Unarmed,Attack,Not Fleeing,0
2017,FL,Gun,Shoot,Not Fleeing,0
2017,OH,Gun,Shoot,Foot,0
2017,AL,Gun,Shoot,Vehicle,0
2017,PA,Missing,Move,Not Fleeing,0
2017,NY,Gun,Shoot,Vehicle,0
2017,FL,Knife,Threat,Not Fleeing,0
2017,CO,Multiple Weapons,Point,Vehicle,0
2017,WI,Gun,Move,Vehicle,1
2017,OR,Knife,Threat,Vehicle,0
2017,MS,Gun,Shoot,Vehicle,0
2017,CO,Gun,Point,Not Fleeing,0
2017,IN,Knife,Attack,Not Fleeing,0
2017,PA,Missing,Threat,Not Fleeing,0
2017,WA,Gun,Point,Not Fleeing,0
2017,CA,Knife,Attack,Not Fleeing,0
2017,CA,Unclear Weapon Information,Threat,Not Fleeing,0
2017,TN,Gun,Point,Not Fleeing,0
2017,TX,Gun,Shoot,Not Fleeing,0
2017,NM,Blunt Object,Threat,Not Fleeing,0
2017,AL,Gun,Shoot,Not Fleeing,0
2017,KY,Missing,Attack,Vehicle,0
2017,CA,Other,Attack,Not Fleeing,0
2017,FL,Gun,Shoot,Not Fleeing,0
2017,MI,Gun,Shoot,Not Fleeing,0
2017,FL,Multiple Weapons,Shoot,Vehicle,0
2017,TX,Knife,Threat,Missing,0
2017,AR,Gun,Shoot,Not Fleeing,0
2017,AL,Multiple Weapons,Point,Vehicle,0
2017,AR,Knife,Point,Not Fleeing,0
2017,MS,Gun,Threat,Not Fleeing,1
2017,CO,Gun,Shoot,Missing,0
2017,MT,Gun,Shoot,Missing,0
2017,IN,Gun,Shoot,Not Fleeing,0
2017,CA,Gun,Unclear Threat,Foot,0
2017,MS,Gun,Shoot,Not Fleeing,0
2017,NM,Vehicle,Attack,Not Fleeing,0
2017,IL,Missing,Unclear Threat,Vehicle,0
2017,VA,Knife,Threat,Not Fleeing,0
2017,CA,Gun,Point,Vehicle,0
2017,GA,Gun,Point,Not Fleeing,0
2017,NV,Gun,Point,Not Fleeing,0
2017,GA,Gun,Shoot,Vehicle,0
2017,TN,Gun,Attack,Foot,0
2017,VA,Gun,Threat,Not Fleeing,0
2017,WI,Knife,Threat,Not Fleeing,0
2017,NC,Gun,Shoot,Vehicle,0
2017,RI,Missing,Shoot,Vehicle,1
2017,MS,Gun,Point,Not Fleeing,0
2017,KY,Gun,Threat,Vehicle,0
2017,KY,Unarmed,Accident,Vehicle,0
2017,LA,Gun,Shoot,Not Fleeing,0
2017,AZ,Knife,Attack,Not Fleeing,0
2017,MN,Gun,Shoot,Not Fleeing,0
2017,CO,Gun,Flee,Foot,0
2017,MS,Missing,Move,Not Fleeing,0
2017,NM,Gun,Shoot,Not Fleeing,0
2017,IA,Gun,Point,Vehicle,0
2017,NV,Gun,Point,Not Fleeing,0
2017,LA,Gun,Point,Not Fleeing,0
2017,MA,Missing,Move,Vehicle,0
2017,NY,Knife,Attack,Not Fleeing,1
2017,LA,Unarmed,Attack,Foot,1
2017,AZ,Gun,Point,Foot,0
2017,CA,Knife,Threat,Vehicle,0
2017,OK,Unarmed,Threat,Not Fleeing,1
2017,AK,Gun,Point,Vehicle,0
2017,CA,Gun,Shoot,Vehicle,0
2017,MS,Knife,Threat,Not Fleeing,0
2017,NY,Gun,Shoot,Not Fleeing,0
2017,TX,Gun,Shoot,Not Fleeing,0
2017,NM,Unarmed,Accident,Vehicle,0
2017,NM,Unarmed,Flee,Vehicle,0
2017,LA,Gun,Shoot,Not Fleeing,0
2017,VA,Unarmed,Unclear Threat,Vehicle,0
2017,WV,Gun,Shoot,Not Fleeing,0
2017,AL,Unarmed,Accident,Vehicle,0
2017,MT,Vehicle,Attack,Vehicle,1
2017,KY,Missing,Point,Vehicle,0
2017,CA,Gun,Shoot,Missing,0
2017,SC,Gun,Point,Vehicle,0
2017,IA,Gun,Shoot,Not Fleeing,0
2017,MS,Knife,Flee,Not Fleeing,0
2017,OR,Gun,Threat,Foot,0
2017,MO,Gun,Point,Not Fleeing,0
2017,MO,Gun,Point,Missing,0
2017,AL,Gun,Point,Not Fleeing,0
2017,MI,Knife,Threat,Not Fleeing,0
2017,TX,Gun,Shoot,Foot,0
2017,AZ,Unclear Weapon Information,Threat,Not Fleeing,0
2017,NM,Gun,Point,Not Fleeing,0
2017,CA,Gun,Shoot,Vehicle,0
2017,AL,Gun,Shoot,Not Fleeing,0
2017,CA,Knife,Threat,Not Fleeing,0
2017,WA,Gun,Shoot,Vehicle,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,MI,Missing,Attack,Vehicle,0
2017,NV,Gun,Shoot,Not Fleeing,0
2017,WA,Gun,Shoot,Foot,0
2017,AZ,Unclear Weapon Information,Attack,Missing,0
2017,IL,Gun,Threat,Missing,1
2017,NC,Gun,Move,Foot,0
2017,CA,Gun,Threat,Vehicle,0
2017,SC,Knife,Threat,Missing,1
2017,CA,Unarmed,Flee,Vehicle,1
2017,CA,Knife,Threat,Not Fleeing,0
2017,CO,Gun,Point,Not Fleeing,0
2017,TX,Knife,Attack,Not Fleeing,0
2017,GA,Gun,Shoot,Not Fleeing,0
2017,NY,Knife,Threat,Not Fleeing,0
2017,VA,Gun,Shoot,Not Fleeing,0
2017,FL,Unarmed,Attack,Not Fleeing,1
2017,FL,Gun,Unclear Threat,Not Fleeing,0
2017,WY,Gun,Shoot,Not Fleeing,0
2017,WI,Gun,Point,Vehicle,0
2017,CO,Unarmed,Flee,Foot,0
2017,PA,Gun,Point,Vehicle,0
2017,AZ,Missing,Attack,Vehicle,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,DE,Gun,Shoot,Not Fleeing,0
2017,AR,Gun,Point,Not Fleeing,0
2017,CA,Knife,Threat,Missing,0
2017,OK,Other,Attack,Not Fleeing,0
2017,CA,Knife,Attack,Not Fleeing,0
2017,AL,Knife,Attack,Not Fleeing,0
2017,WA,Gun,Shoot,Vehicle,1
2017,MT,Unclear Weapon Information,Threat,Missing,0
2017,GA,Unclear Weapon Information,Threat,Not Fleeing,0
2017,CO,Vehicle,Attack,Missing,0
2017,AL,Unclear Weapon Information,Threat,Not Fleeing,0
2017,CT,Missing,Move,Vehicle,0
2017,TN,Gun,Shoot,Not Fleeing,0
2017,VA,Gun,Point,Foot,0
2017,NY,Gun,Threat,Vehicle,0
2017,DE,Missing,Move,Vehicle,0
2017,TN,Unclear Weapon Information,Threat,Foot,0
2017,WA,Gun,Shoot,Not Fleeing,0
2017,WV,Blunt Object,Attack,Not Fleeing,0
2017,MI,Knife,Threat,Not Fleeing,0
2017,AR,Knife,Threat,Foot,0
2017,TX,Knife,Threat,Not Fleeing,0
2017,WA,Gun,Threat,Not Fleeing,0
2017,OH,Replica,Threat,Not Fleeing,0
2017,AK,Gun,Shoot,Not Fleeing,0
2017,NM,Unarmed,Move,Not Fleeing,0
2017,CA,Gun,Unclear Threat,Foot,0
2017,TX,Unarmed,Accident,Not Fleeing,0
2017,TX,Blunt Object,Threat,Foot,1
2017,CO,Gun,Threat,Foot,0
2017,PA,Gun,Shoot,Foot,0
2017,MN,Gun,Shoot,Foot,0
2017,ID,Gun,Threat,Not Fleeing,0
2017,CA,Blunt Object,Threat,Foot,0
2017,NH,Unclear Weapon Information,Threat,Not Fleeing,0
2017,TX,Knife,Threat,Not Fleeing,0
2017,AK,Gun,Point,Not Fleeing,1
2017,AZ,Knife,Move,Not Fleeing,0
2017,OK,Gun,Point,Not Fleeing,1
2017,WA,Gun,Shoot,Not Fleeing,0
2017,OR,Gun,Shoot,Vehicle,0
2017,WA,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2017,CA,Gun,Point,Vehicle,0
2017,NM,Gun,Shoot,Missing,0
2017,IN,Gun,Shoot,Vehicle,0
2017,CA,Gun,Point,Vehicle,0
2017,TX,Gun,Shoot,Not Fleeing,0
2017,TN,Knife,Threat,Vehicle,0
2017,WA,Gun,Shoot,Foot,1
2017,PA,Missing,Attack,Vehicle,0
2017,KS,Unarmed,Accident,Not Fleeing,0
2017,VA,Gun,Shoot,Not Fleeing,0
2017,PA,Gun,Threat,Not Fleeing,0
2017,AL,Gun,Point,Not Fleeing,0
2017,IN,Gun,Point,Vehicle,0
2017,GA,Unclear Weapon Information,Threat,Vehicle,0
2017,CA,Gun,Shoot,Not Fleeing,0
2017,TX,Unclear Weapon Information,Unclear Threat,Missing,0
2017,CA,Gun,Threat,Not Fleeing,0
2017,CO,Gun,Shoot,Not Fleeing,1
2017,CA,Missing,Threat,Vehicle,0
2018,GA,Gun,Point,Not Fleeing,0
2018,AR,Gun,Point,Not Fleeing,0
2018,FL,Gun,Shoot,Not Fleeing,1
2018,TX,Gun,Shoot,Not Fleeing,0
2018,AR,Gun,Point,Not Fleeing,0
2018,MO,Knife,Attack,Not Fleeing,0
2018,CA,Gun,Shoot,Not Fleeing,0
2018,ID,Gun,Shoot,Not Fleeing,0
2018,WI,Gun,Point,Not Fleeing,0
2018,MO,Gun,Point,Not Fleeing,0
2018,OH,Gun,Point,Not Fleeing,0
2018,CA,Gun,Threat,Not Fleeing,0
2018,NM,Multiple Weapons,Threat,Not Fleeing,0
2018,AR,Gun,Shoot,Not Fleeing,0
2018,OK,Blunt Object,Threat,Not Fleeing,0
2018,TX,Gun,Attack,Not Fleeing,0
2018,WI,Knife,Threat,Not Fleeing,0
2018,FL,Gun,Point,Not Fleeing,0
2018,NM,Unarmed,Flee,Vehicle,0
2018,PA,Vehicle,Threat,Vehicle,0
2018,AL,Gun,Point,Not Fleeing,0
2018,FL,Gun,Threat,Foot,0
2018,CA,Knife,Threat,Not Fleeing,0
2018,VA,Gun,Shoot,Not Fleeing,0
2018,AZ,Unarmed,Move,Not Fleeing,0
2018,WA,Gun,Shoot,Not Fleeing,0
2018,MS,Gun,Shoot,Vehicle,0
2018,TN,Gun,Move,Not Fleeing,0
2018,MO,Gun,Point,Foot,0
2018,CA,Gun,Threat,Missing,0
2018,MO,Gun,Point,Foot,0
2018,CA,Blunt Object,Threat,Not Fleeing,1
2018,CA,Vehicle,Threat,Vehicle,0
2018,TX,Gun,Point,Missing,0
2018,SC,Gun,Point,Vehicle,0
2018,NC,Gun,Shoot,Not Fleeing,0
2018,NV,Gun,Threat,Not Fleeing,0
2018,CA,Gun,Move,Not Fleeing,0
2018,KY,Gun,Threat,Not Fleeing,0
2018,OR,Gun,Shoot,Vehicle,0
2018,OH,Gun,Threat,Not Fleeing,0
2018,WA,Gun,Shoot,Vehicle,0
2018,OR,Gun,Point,Not Fleeing,0
2018,NC,Gun,Move,Not Fleeing,1
2018,CA,Gun,Threat,Not Fleeing,0
2018,CO,Unclear Weapon Information,Unclear Threat,Vehicle,0
2018,OR,Gun,Threat,Not Fleeing,0
2018,VT,Replica,Threat,Foot,0
2018,TX,Unclear Weapon Information,Move,Not Fleeing,0
2018,CO,Unarmed,Attack,Not Fleeing,0
2018,ID,Gun,Point,Not Fleeing,0
2018,OK,Replica,Shoot,Not Fleeing,0
2018,IA,Gun,Shoot,Vehicle,0
2018,TN,Gun,Move,Vehicle,0
2018,WI,Gun,Point,Foot,0
2018,AZ,Knife,Threat,Not Fleeing,0
2018,OH,Unarmed,Threat,Not Fleeing,0
2018,PA,Gun,Shoot,Not Fleeing,0
2018,IN,Knife,Attack,Not Fleeing,0
2018,MN,Knife,Threat,Not Fleeing,0
2018,GA,Gun,Threat,Not Fleeing,0
2018,FL,Gun,Shoot,Not Fleeing,0
2018,TX,Unarmed,Threat,Not Fleeing,0
2018,KS,Missing,Move,Missing,0
2018,FL,Missing,Threat,Vehicle,0
2018,WA,Unclear Weapon Information,Threat,Not Fleeing,0
2018,MI,Gun,Threat,Not Fleeing,0
2018,TX,Missing,Threat,Vehicle,0
2018,OK,Unarmed,Threat,Not Fleeing,0
2018,NJ,Other,Threat,Missing,0
2018,CO,Gun,Shoot,Vehicle,1
2018,OK,Gun,Threat,Vehicle,0
2018,CA,Unclear Weapon Information,Attack,Missing,0
2018,GA,Replica,Shoot,Missing,1
2018,TX,Blunt Object,Attack,Foot,0
2018,FL,Unarmed,Threat,Vehicle,0
2018,ID,Unclear Weapon Information,Threat,Foot,0
2018,NV,Unclear Weapon Information,Threat,Foot,0
2018,MI,Gun,Shoot,Not Fleeing,0
2018,MD,Gun,Shoot,Not Fleeing,0
2018,TX,Unarmed,Accident,Not Fleeing,0
2018,TX,Knife,Attack,Vehicle,0
2018,GA,Replica,Point,Not Fleeing,0
2018,NV,Gun,Move,Missing,0
2018,IL,Missing,Attack,Vehicle,0
2018,IL,Knife,Attack,Not Fleeing,0
2018,IN,Knife,Threat,Not Fleeing,0
2018,MS,Vehicle,Attack,Vehicle,0
2018,TX,Gun,Point,Not Fleeing,0
2018,KY,Gun,Shoot,Not Fleeing,0
2018,MD,Gun,Shoot,Foot,1
2018,GA,Gun,Shoot,Foot,0
2018,TX,Gun,Shoot,Vehicle,0
2018,NY,Knife,Threat,Foot,1
2018,TX,Knife,Attack,Not Fleeing,0
2018,OK,Unarmed,Threat,Not Fleeing,0
2018,MN,Knife,Threat,Foot,0
2018,CO,Knife,Threat,Not Fleeing,0
2018,OH,Unarmed,Attack,Foot,0
2018,PA,Missing,Attack,Not Fleeing,0
2018,IL,Gun,Shoot,Foot,0
2018,OK,Gun,Shoot,Not Fleeing,0
2018,TX,Gun,Point,Foot,0
2018,KY,Gun,Shoot,Not Fleeing,0
2018,GA,Knife,Threat,Vehicle,0
2018,MT,Gun,Threat,Missing,0
2018,KY,Vehicle,Threat,Not Fleeing,0
2018,NC,Knife,Threat,Not Fleeing,1
2018,TX,Gun,Point,Not Fleeing,0
2018,GA,Replica,Point,Foot,0
2018,MA,Unarmed,Flee,Foot,0
2018,MS,Gun,Shoot,Foot,0
2018,CA,Gun,Move,Foot,0
2018,CA,Gun,Threat,Not Fleeing,0
2018,CO,Gun,Shoot,Not Fleeing,0
2018,FL,Unarmed,Threat,Not Fleeing,0
2018,CO,Knife,Threat,Not Fleeing,0
2018,CA,Gun,Point,Not Fleeing,0
2018,CA,Missing,Threat,Vehicle,0
2018,FL,Missing,Attack,Vehicle,0
2018,CA,Replica,Move,Not Fleeing,0
2018,FL,Knife,Threat,Not Fleeing,0
2018,GA,Gun,Shoot,Not Fleeing,0
2018,GA,Vehicle,Flee,Vehicle,0
